name,position,team,price_eur,max_price,min_price,status,playerId,remote_player,teamId,remote_team,url,lastMarket_1d,lastMarket_3d,lastMarket_7d,injured,doubt
Mbappé,delantero,Real Madrid,24890000,25930000,22510000,Disponible,154175,19577,2,15,mbappe,10000,70000,120000,0,0
Yamal,delantero,Barcelona,21300000,22440000,16440000,Disponible,153380,26271,5,3,yamal,90000,180000,260000,0,0
Raphinha,delantero,Barcelona,18980000,18980000,14320000,Disponible,151831,26930,5,3,raphinha,180000,520000,860000,0,0
Bellingham,mediocentro,Real Madrid,17860000,17860000,15350000,Disponible,153062,30477,2,15,bellingham,100000,290000,580000,0,0
Vinícius Jr,delantero,Real Madrid,17110000,18310000,17110000,Disponible,616,15568,2,15,vinicius-jr,-110000,-300000,-420000,0,0
Pedri,mediocentro,Barcelona,15430000,18590000,14980000,Disponible,15359,19441,5,3,pedri,80000,180000,220000,0,0
Fermín,mediocentro,Barcelona,13940000,13940000,8700000,Disponible,153324,31243,5,3,fermin,200000,440000,670000,0,0
Rodri,mediocentro,Barcelona,12210000,12860000,11220000,Disponible,476,429,5,3,rodri,30000,-210000,-630000,0,0
Oyarzabal,delantero,Real Sociedad,11870000,14900000,11720000,Disponible,382,2603,16,13,oyarzabal,0,10000,30000,0,0
Gordon,delantero,Barcelona,11670000,11670000,9590000,Disponible,157671,41200,5,3,gordon,110000,400000,720000,0,0
Valverde,mediocentro,Real Madrid,11580000,12440000,11310000,Disponible,729,9402,2,15,valverde,-100000,-90000,-30000,0,0
Aubameyang,delantero,Deportivo,11490000,11490000,3550000,Disponible,151523,25769,8,6,aubameyang,280000,770000,1190000,0,0
Arda Güler,mediocentro,Real Madrid,11180000,11180000,6200000,Disponible,153276,31027,2,15,arda-guler,210000,580000,910000,0,0
Pépé,delantero,Villarreal,11150000,11150000,8510000,Disponible,154472,34479,20,19,pepe,80000,160000,210000,0,0
Budimir,delantero,Osasuna,10990000,12470000,10330000,Disponible,6169,18398,15,93,budimir,130000,270000,420000,0,0
Antony,delantero,Betis,10960000,10960000,9480000,Disponible,154737,35770,6,87,antony,50000,90000,120000,0,0
Diomande,delantero,Real Madrid,10820000,14600000,10820000,Disponible,154804,8555,2,15,diomande,-240000,-790000,-1250000,0,0
Mikautadze,delantero,Villarreal,10340000,10770000,8450000,Disponible,156364,38962,20,19,mikautadze,-230000,-420000,-400000,0,0
Baena,mediocentro,Atlético,9840000,9840000,5160000,Disponible,150234,19547,4,2,baena,100000,400000,750000,0,0
Cucurella,defensa,Real Madrid,9760000,12740000,9760000,Disponible,5795,15410,2,15,cucurella,-120000,-420000,-580000,0,0
Dani Olmo,mediocentro,Barcelona,9520000,11660000,9490000,Disponible,154493,34527,5,3,dani-olmo,30000,-20000,-160000,0,0
Cubarsí,defensa,Barcelona,9500000,10680000,9220000,Disponible,153580,32440,5,3,cubarsi,10000,-50000,-160000,0,0
Joan García,portero,Barcelona,9210000,10640000,8960000,Disponible,151524,15430,5,3,joan-garcia,-40000,-170000,-380000,0,0
Jonathan David,delantero,Atlético,9190000,10470000,9190000,Disponible,158259,43263,4,2,jonathan-david,-320000,-900000,-1280000,0,0
Kang-in Lee,mediocentro,Atlético,8880000,8880000,3680000,Disponible,6046,17687,4,2,kang-in-lee,40000,210000,450000,0,0
Pape Gueye,mediocentro,Villarreal,8850000,8850000,6530000,Disponible,152893,30081,20,19,pape-gueye,0,30000,60000,0,0
Adeyemi,delantero,Barcelona,8380000,8640000,7270000,Disponible,158096,42557,5,3,adeyemi,-60000,-140000,-240000,0,0
Isco,mediocentro,Betis,8180000,10820000,8180000,Disponible,349,1249,6,87,isco,-40000,-140000,-340000,0,0
Eric García,defensa,Barcelona,8160000,9600000,7740000,Golpe en el tabique nasal,150837,20,5,3,eric-garcia,-160000,-220000,-270000,0,1
Bernardo Silva,mediocentro,Real Madrid,8070000,10200000,8070000,Disponible,157810,41086,2,15,bernardo-silva,-170000,-480000,-750000,0,0
Fornals,mediocentro,Betis,7950000,12600000,7950000,Disponible,888,2597,6,87,fornals,-70000,-240000,-500000,0,0
Lookman,delantero,Atlético,7950000,9370000,6800000,Disponible,156534,39941,4,2,lookman,-230000,-230000,-180000,0,0
Barrios,mediocentro,Atlético,7800000,7800000,3420000,Disponible,152816,29184,4,2,barrios,60000,230000,430000,0,0
Julián Alvarez,delantero,Atlético,7760000,11090000,6660000,Disponible,154501,34557,4,2,julian-alvarez,10000,10000,-110000,0,0
Nico Williams,delantero,Athletic,7750000,9180000,5820000,Disponible,151231,21008,1,1,nico-williams,60000,30000,-220000,0,0
Moleiro,mediocentro,Villarreal,7650000,9760000,7650000,Disponible,153066,30495,20,19,moleiro,-80000,-230000,-410000,0,0
Ez Abde,delantero,Betis,7610000,10800000,7610000,Proceso vírico,151437,25127,6,87,ez-abde,-20000,-170000,-180000,0,0
Cancelo,defensa,Barcelona,6910000,9310000,6910000,Disponible,440,1952,5,3,cancelo,-170000,-400000,-770000,0,0
Parrott,delantero,Betis,6550000,8740000,6550000,Disponible,158217,42748,6,87,parrott,-10000,-40000,-290000,0,0
Iñigo Vicente,delantero,Racing,6470000,6470000,3270000,Disponible,16017,18564,878,812,inigo-vicente,30000,90000,170000,0,0
Gerard Moreno,delantero,Villarreal,6440000,7360000,6290000,Disponible,221,1927,20,19,gerard-moreno,10000,-40000,-80000,0,0
Pubill,defensa,Atlético,6420000,6510000,5380000,Disponible,151460,25398,4,2,pubill,-10000,30000,90000,0,0
Gabriel Jesus,delantero,Barcelona,6310000,6310000,6110000,Disponible,158260,42517,5,3,gabriel-jesus,30000,110000,200000,0,0
Courtois,portero,Real Madrid,6200000,7080000,4270000,Disponible,5651,16738,2,15,courtois,-50000,-170000,-310000,0,0
Canales,mediocentro,Racing,6100000,7790000,4020000,Disponible,369,947,878,812,canales,30000,-30000,-230000,0,0
Yeremay Hernández,delantero,Deportivo,6060000,9170000,6060000,Disponible,157797,41082,8,6,yeremay-hernandez,-30000,-110000,-230000,0,0
Carlos Romero,defensa,Villarreal,6010000,7480000,6010000,molestias sin determinar,153483,26566,20,19,carlos-romero,-180000,-370000,-540000,0,1
Cucho,delantero,Betis,5970000,7600000,5970000,Disponible,4550,10276,6,87,cucho,-120000,-390000,-620000,0,0
Roberto Fernández,delantero,Espanyol,5960000,5960000,2200000,Disponible,154716,35678,10,7,roberto-fernandez,80000,260000,470000,0,0
Marcos Llorente,defensa,Atlético,5940000,6450000,5490000,Disponible,16,2600,4,2,marcos-llorente,-60000,-60000,-30000,0,0
Giuliano Simeone,mediocentro,Atlético,5840000,6090000,5250000,Disponible,153191,30789,4,2,giuliano-simeone,-210000,-230000,-190000,0,0
Sancet,mediocentro,Athletic,5780000,6370000,3140000,Disponible,5723,17057,1,1,sancet,80000,100000,50000,0,0
David Soria,portero,Getafe,5720000,5790000,4990000,Disponible,385,11,23,8,david-soria,-20000,-50000,-70000,0,0
Leo Román,portero,Deportivo,5610000,5610000,3440000,Disponible,3131,14630,8,6,leo-roman,10000,30000,50000,0,0
Fran García,defensa,Betis,5480000,5850000,2850000,Disponible,150976,5220,6,87,fran-garcia,-10000,-50000,-170000,0,0
Huijsen,defensa,Real Madrid,5450000,5450000,3930000,Disponible,155743,37495,2,15,huijsen,70000,190000,280000,0,0
Konaté,defensa,Real Madrid,5430000,7060000,5430000,Disponible,157811,41087,2,15,konate,-40000,-120000,-330000,0,0
Kubo,mediocentro,Real Sociedad,5390000,5770000,4490000,Disponible,6946,20102,16,13,kubo,-50000,-200000,-310000,0,0
Grimaldo,defensa,Atlético,5360000,7060000,5280000,Disponible,157933,41684,4,2,grimaldo,-170000,-320000,-470000,0,0
Gerard Martín,defensa,Barcelona,5330000,5330000,4000000,Disponible,154609,34111,5,3,gerard-martin,20000,50000,80000,0,0
Laporte,defensa,Athletic,5280000,5610000,3280000,Disponible,31,1613,1,1,laporte,40000,40000,30000,0,0
Cristian Romero,defensa,Atlético,5200000,6800000,5200000,Disponible,158185,15828,4,2,cristian-romero,-60000,-160000,-300000,0,0
Dumfries,defensa,Real Madrid,5190000,6610000,5190000,Disponible,158037,42362,2,15,dumfries,-30000,-120000,-310000,0,0
Expósito,mediocentro,Espanyol,5170000,5170000,4010000,Disponible,6627,19862,10,7,exposito,10000,40000,70000,0,0
Remiro,portero,Real Sociedad,5130000,5130000,3250000,Disponible,649,7003,16,13,remiro,30000,80000,150000,0,0
Larrubia,delantero,Málaga,5110000,6470000,3170000,Disponible,157815,41412,14,65,larrubia,-50000,-120000,-210000,0,0
Chupe,delantero,Málaga,5100000,6440000,3490000,Disponible,157816,41420,14,65,chupe,-100000,-210000,-350000,0,0
Oblak,portero,Atlético,5070000,5180000,3110000,Disponible,51,1897,4,2,oblak,-60000,-100000,-110000,0,0
Enes Ünal,delantero,Getafe,5000000,5000000,1680000,Disponible,1943,9045,23,8,enes-unal,50000,150000,300000,0,0
Hansi Flick,entrenador,Barcelona,5000000,5080000,4410000,Disponible,154176,19244,5,3,hansi-flick,20000,30000,50000,0,0
Germán Valera,mediocentro,Elche,4970000,6690000,4970000,Disponible,151412,20969,162,75,german-valera,-70000,-210000,-410000,0,0
Fofana,mediocentro,Sevilla,4930000,5220000,4930000,Disponible,158262,43272,17,17,fofana,-90000,-260000,-290000,0,0
Unai Simón,portero,Athletic,4930000,5180000,3140000,Disponible,1909,17021,1,1,unai-simon,50000,120000,170000,0,0
Mourinho,entrenador,Real Madrid,4890000,5280000,4720000,Disponible,157765,41386,2,15,mourinho,-20000,20000,40000,0,0
Dmitrovic,portero,Espanyol,4820000,4820000,3180000,Disponible,787,9090,10,7,dmitrovic,0,20000,40000,0,0
Soler,mediocentro,Real Sociedad,4800000,6040000,4800000,Disponible,518,6837,16,13,soler,-60000,-260000,-380000,0,0
Audero,portero,Rayo Vallecano,4700000,5790000,4700000,Disponible,158261,43282,106,70,audero,-220000,-750000,-1090000,0,0
Ayoze,delantero,Villarreal,4700000,5350000,2890000,Disponible,3413,2001,20,19,ayoze,-40000,-130000,-250000,0,0
Febas,mediocentro,Celta,4680000,8650000,4680000,contusión costal,6629,19860,7,5,febas,-80000,-320000,-810000,1,0
Tenaglia,defensa,Alavés,4670000,4670000,3210000,Disponible,151458,25384,3,91,tenaglia,50000,140000,260000,0,0
Álvaro Valles,portero,Betis,4670000,4670000,2380000,Disponible,153070,30487,6,87,alvaro-valles,70000,190000,210000,0,0
Tchouameni,mediocentro,Real Madrid,4660000,8020000,4660000,molestias musculares,151556,26048,2,15,tchouameni,-30000,-140000,-280000,0,1
Morten Hjulmand,mediocentro,Atlético,4650000,7850000,4570000,Disponible,158070,42444,4,2,morten-hjulmand,10000,30000,60000,0,0
Lejeune,defensa,Rayo Vallecano,4620000,6880000,4620000,Disponible,187,2476,106,70,lejeune,-40000,-140000,-280000,0,0
De Frutos,delantero,Rayo Vallecano,4570000,6370000,4570000,Sancionado,6189,18397,106,70,de-frutos,-210000,-420000,-560000,1,0
Camello,delantero,Rayo Vallecano,4560000,4560000,2060000,pequeñas molestias,6233,17756,106,70,camello,260000,640000,920000,0,0
Álex Calatrava,mediocentro,Espanyol,4530000,4680000,1180000,Disponible,158023,42327,10,7,alex-calatrava,-30000,-90000,-140000,0,0
Marc Bernal,mediocentro,Barcelona,4490000,5490000,3540000,Disponible,154537,34077,5,3,marc-bernal,40000,150000,280000,0,0
Mariano,delantero,Alavés,4460000,4460000,150000,Disponible,511,5697,3,91,mariano,140000,250000,450000,0,0
Bryan Zaragoza,delantero,Espanyol,4450000,4450000,4230000,Disponible,153074,30502,10,7,bryan-zaragoza,10000,30000,60000,0,0
Ryan,portero,Levante,4440000,4440000,3050000,Disponible,437,2184,21,10,ryan,20000,40000,70000,0,0
Sivera,portero,Alavés,4410000,4410000,3030000,Disponible,877,9887,3,91,sivera,30000,60000,80000,0,0
Guedes,delantero,Real Sociedad,4370000,6400000,4370000,Disponible,1902,10745,16,13,guedes,-10000,-60000,-120000,0,0
Hancko,defensa,Atlético,4350000,4370000,2160000,Disponible,156237,38290,4,2,hancko,-20000,-10000,30000,0,0
Mario Soriano,mediocentro,Deportivo,4310000,5110000,2340000,Disponible,157799,41072,8,6,mario-soriano,-50000,-50000,-30000,0,0
Roro Riquelme,mediocentro,Betis,4280000,4280000,400000,Disponible,4988,8670,6,87,roro-riquelme,40000,170000,390000,0,0
Andrés Martín,delantero,Racing,4230000,5870000,3330000,esguince en la rodilla derecha,150979,4753,878,812,andres-martin,-70000,-260000,-630000,1,0
Barrenetxea,mediocentro,Real Sociedad,4190000,4730000,3160000,Disponible,6140,2602,16,13,barrenetxea,10000,50000,120000,0,0
Sergio Herrera,portero,Osasuna,4140000,4700000,2710000,Disponible,6221,18251,15,93,sergio-herrera,-30000,-60000,-110000,0,0
Catena,defensa,Osasuna,4020000,4020000,3010000,Disponible,6060,17731,15,93,catena,10000,70000,130000,0,0
Álvaro García,delantero,Rayo Vallecano,4000000,4350000,2180000,Disponible,5752,33,106,70,alvaro-garcia,-10000,-50000,-50000,0,0
Terrats,mediocentro,Getafe,3950000,3950000,790000,Disponible,151578,26092,23,8,terrats,40000,90000,180000,0,0
Jon Martín,defensa,Real Sociedad,3940000,4420000,3100000,Disponible,154566,33447,16,13,jon-martin,20000,30000,0,0,0
Alfonso Herrero,portero,Málaga,3920000,4030000,1480000,Disponible,157818,41101,14,65,alfonso-herrero,0,-50000,-100000,0,0
Guido Rodríguez,mediocentro,Valencia,3920000,5190000,3320000,lesión en la musculatura del cuádriceps de su pierna derecha,7296,163,19,18,guido-rodriguez,-50000,-170000,-410000,1,0
Javi Guerra,mediocentro,Valencia,3860000,4870000,3130000,molestias musculares,152956,30123,19,18,javi-guerra,-80000,-180000,-340000,0,0
Robbie Ure,delantero,Sevilla,3850000,4270000,2580000,Disponible,158163,41807,17,17,robbie-ure,-70000,-150000,-300000,0,0
Xavi Espart,defensa,Barcelona,3850000,3850000,280000,Disponible,156569,40075,5,3,xavi-espart,140000,370000,700000,0,0
Koundé,defensa,Barcelona,3840000,5280000,3840000,Disponible,6194,18945,5,3,kounde,0,-90000,-240000,0,0
Elliott,mediocentro,Valencia,3810000,3810000,3740000,Disponible,158263,43260,19,18,elliott,0,30000,70000,0,0
Ángel Pérez,delantero,Alavés,3740000,3740000,1350000,Disponible,156524,39885,3,91,angel-perez,60000,110000,200000,0,0
Adama Traoré,delantero,Deportivo,3720000,3720000,3220000,Disponible,151493,25677,8,6,adama-traore,10000,90000,200000,0,0
Amatucci,mediocentro,Deportivo,3720000,3720000,1090000,Disponible,158062,42425,8,6,amatucci,50000,130000,220000,0,0
Miguel Sierra,delantero,Sevilla,3700000,3700000,220000,Disponible,157994,39350,17,17,miguel-sierra,60000,200000,380000,0,0
Renato Veiga,defensa,Villarreal,3690000,4080000,2280000,Disponible,156336,38493,20,19,renato-veiga,-60000,-140000,-220000,0,0
Odysseas,portero,Sevilla,3660000,4030000,2370000,Disponible,156293,38405,17,17,odysseas,-20000,-90000,-190000,0,0
Borja Iglesias,delantero,Celta,3650000,6430000,3650000,Disponible,484,2009,7,5,borja-iglesias,0,-80000,-210000,0,0
Ionut Radu,portero,Celta,3630000,3890000,2880000,Disponible,155839,37600,7,5,ionut-radu,30000,90000,100000,0,0
Miguel Román,mediocentro,Celta,3630000,3630000,700000,Disponible,156313,3259,7,5,miguel-roman,10000,50000,120000,0,0
De la Fuente,defensa,Levante,3610000,3610000,2550000,Disponible,155913,37739,21,10,de-la-fuente,50000,120000,220000,0,0
Javi Hernández,mediocentro,Espanyol,3610000,3610000,210000,Disponible,156066,25322,10,7,javi-hernandez,30000,120000,240000,0,0
Espí,delantero,Real Madrid,3600000,7020000,3530000,Disponible,155933,37711,2,15,espi,-20000,-60000,-250000,0,0
Dani Lorenzo,mediocentro,Málaga,3580000,3680000,870000,Pequeñas molestias musculares,157822,41418,14,65,dani-lorenzo,-30000,-90000,-100000,0,0
Toni Martínez,delantero,Alavés,3570000,6620000,3570000,microrrotura en el sóleo de la pierna derecha,154572,34802,3,91,toni-martinez,-50000,-210000,-660000,0,1
Marcos Alonso,defensa,Celta,3540000,4000000,2440000,Disponible,152044,28087,7,5,marcos-alonso,0,-20000,-60000,0,0
Bartra,defensa,Betis,3530000,3530000,1370000,Disponible,1976,1125,6,87,bartra,70000,200000,280000,0,0
Antonio Blanco,mediocentro,Alavés,3520000,4050000,3240000,Disponible,151362,1612,3,91,antonio-blanco,20000,30000,60000,0,0
Boyé,delantero,Alavés,3520000,3720000,1950000,Disponible,1980,12494,3,91,boye,160000,210000,310000,0,0
Iñaki Williams,delantero,Athletic,3480000,3940000,2240000,Disponible,49,1995,1,1,inaki-williams,0,-40000,-70000,0,0
Sergio Gómez,defensa,Real Sociedad,3480000,3760000,3080000,Disponible,16014,19299,16,13,sergio-gomez,30000,60000,60000,0,0
Ratiu,defensa,Rayo Vallecano,3450000,5200000,3390000,Disponible,153423,26276,106,70,ratiu,40000,30000,-110000,0,0
Dimitrievski,portero,Valencia,3430000,3930000,2500000,Disponible,5797,11677,19,18,dimitrievski,-20000,-80000,-160000,0,0
Satriano,delantero,Getafe,3430000,4600000,2350000,Disponible,156495,39792,23,8,satriano,-40000,-120000,-230000,0,0
Nathan Saliba,mediocentro,Villarreal,3420000,4550000,3390000,Disponible,158226,42802,20,19,nathan-saliba,30000,-30000,-190000,0,0
Agoumé,mediocentro,Sevilla,3410000,3410000,1530000,Disponible,153547,32338,17,17,agoume,10000,40000,80000,0,0
Mojica,defensa,Getafe,3400000,3400000,2480000,Disponible,1905,10245,23,8,mojica,10000,30000,70000,0,0
Comesaña,mediocentro,Villarreal,3380000,5030000,3380000,Disponible,4568,9480,20,19,comesana,-80000,-190000,-280000,0,0
Yassir Zabiri,delantero,Racing,3370000,3370000,360000,Disponible,158123,42610,878,812,yassir-zabiri,50000,380000,960000,0,0
Koke,mediocentro,Atlético,3360000,3410000,2420000,Disponible,63,1083,4,2,koke,-40000,-50000,-20000,0,0
Jutglà,delantero,Celta,3310000,4350000,3310000,Disponible,151444,3159,7,5,jutgla,-40000,-150000,-250000,0,0
Iván Martín,mediocentro,Racing,3300000,3300000,2920000,Disponible,151040,12403,878,812,ivan-martin,50000,110000,160000,0,0
Sørloth,delantero,Atlético,3280000,5630000,3280000,lesión muscular,151364,24576,4,2,sorloth,-40000,-120000,-190000,1,0
Iago Aspas,delantero,Celta,3270000,3270000,1930000,Disponible,156,1523,7,5,iago-aspas,20000,80000,290000,0,0
Foyth,defensa,Villarreal,3240000,3720000,630000,molestias musculares,16167,22964,20,19,foyth,-80000,-350000,-480000,0,1
Zaid Romero,defensa,Getafe,3230000,3960000,2850000,Disponible,156499,39804,23,8,zaid-romero,-20000,-60000,-100000,0,0
Marc Roca,mediocentro,Betis,3210000,3210000,1250000,Disponible,507,5807,6,87,marc-roca,20000,80000,110000,0,0
Agirrezabala,portero,Racing,3200000,3250000,440000,Disponible,151286,19192,878,812,agirrezabala,0,-20000,-50000,0,0
Del Castillo,delantero,Osasuna,3190000,3620000,3190000,Disponible,158264,42173,15,93,del-castillo,-100000,-260000,-430000,0,0
Cabrera,defensa,Espanyol,3110000,4180000,2920000,Disponible,1958,11800,10,7,cabrera,10000,30000,60000,0,0
Ejuke,delantero,Sevilla,3110000,3110000,640000,Disponible,154189,33531,17,17,ejuke,60000,320000,660000,0,0
Guruzeta,delantero,Athletic,3110000,4180000,2510000,Disponible,5722,17056,1,1,guruzeta,-90000,-210000,-340000,0,0
Juan Iglesias,defensa,Sevilla,3110000,3220000,2540000,Disponible,150233,23840,17,17,juan-iglesias,-30000,-90000,-110000,0,0
Óskarsson,delantero,Real Sociedad,3110000,3470000,2610000,Disponible,154594,35055,16,13,oskarsson,10000,30000,110000,0,0
Berenguer,delantero,Athletic,3100000,3100000,1390000,Disponible,322,897,1,1,berenguer,50000,290000,610000,0,0
Jorge Salinas,defensa,Racing,3090000,3170000,760000,Disponible,157734,41270,878,812,jorge-salinas,-60000,-80000,-80000,0,0
Luka Sucic,mediocentro,Real Sociedad,3090000,3090000,1400000,Disponible,154470,34469,16,13,luka-sucic,10000,40000,200000,0,0
Nsongo,delantero,Deportivo,3090000,3090000,1240000,Disponible,157004,40911,8,6,nsongo,120000,250000,390000,0,0
Natan,defensa,Betis,3080000,3300000,1410000,Disponible,154518,19614,6,87,natan,40000,70000,-20000,0,0
Pepelu,mediocentro,Valencia,3060000,3240000,1870000,Disponible,151038,12221,19,18,pepelu,-60000,-110000,-170000,0,0
Gonzalo Villar,mediocentro,Elche,3040000,3040000,1110000,Disponible,151462,25403,162,75,gonzalo-villar,0,0,40000,0,0
Unai Núñez,defensa,Espanyol,3040000,3050000,600000,Disponible,1851,10155,10,7,unai-nunez,-10000,0,50000,0,0
Olasagasti,mediocentro,Levante,3010000,3010000,1660000,Disponible,156243,29661,21,10,olasagasti,90000,210000,400000,0,0
Buchanan,mediocentro,Villarreal,2970000,3610000,2530000,Disponible,154758,35344,20,19,buchanan,-40000,-80000,-70000,0,0
Dotor,mediocentro,Málaga,2940000,2940000,320000,Disponible,153305,31167,14,65,dotor,0,30000,110000,0,0
Iván Romero,delantero,Levante,2940000,3820000,2470000,Disponible,6147,17937,21,10,ivan-romero,-40000,-100000,-160000,0,0
Pathé Ciss,mediocentro,Rayo Vallecano,2920000,3790000,2920000,Disponible,151285,24326,106,70,pathe-ciss,-10000,-50000,-120000,0,0
Félix Correia,delantero,Sevilla,2910000,3270000,2910000,Disponible,158265,43262,17,17,felix-correia,-120000,-280000,-360000,0,0
Trent,defensa,Real Madrid,2910000,3290000,2520000,Disponible,155747,37499,2,15,trent,-40000,-30000,110000,0,0
Simeone,entrenador,Atlético,2900000,3080000,2030000,Disponible,153027,19501,4,2,simeone,-20000,-40000,-60000,0,0
Stassin,delantero,Sevilla,2870000,2870000,2630000,Disponible,158266,43264,17,17,stassin,120000,180000,240000,0,0
Ryunosuke Sato,delantero,Valencia,2860000,3800000,710000,Disponible,158046,42389,19,18,ryunosuke-sato,-60000,-130000,-270000,0,0
De Galarreta,mediocentro,Athletic,2840000,3350000,2330000,Disponible,150958,2055,1,1,de-galarreta,30000,100000,220000,0,0
Moncayola,mediocentro,Osasuna,2840000,3380000,2370000,Disponible,6947,8747,15,93,moncayola,-20000,-60000,-90000,0,0
Rubén García,mediocentro,Osasuna,2830000,2920000,2130000,Disponible,764,1602,15,93,ruben-garcia,-20000,-30000,0,0,0
Dolan,delantero,Espanyol,2820000,3080000,1520000,Disponible,156246,38308,10,7,dolan,-20000,-70000,-120000,0,0
Guridi,mediocentro,Sevilla,2810000,3180000,940000,Disponible,1949,10158,17,17,guridi,-30000,-90000,-180000,0,0
Kike Salas,defensa,Sevilla,2800000,3350000,2560000,Disponible,152058,28115,17,17,kike-salas,10000,30000,80000,0,0
Isaac Romero,delantero,Sevilla,2770000,2990000,440000,Disponible,153549,32363,17,17,isaac-romero,-50000,-120000,-200000,0,0
Aimar Oroz,mediocentro,Osasuna,2750000,4130000,2490000,lesión en el bíceps femoral de su pierna izquierda,151948,27591,15,93,aimar-oroz,-50000,-200000,-590000,1,0
Mamadou Sarr,defensa,Real Sociedad,2730000,3530000,2730000,Disponible,158243,43185,16,13,mamadou-sarr,-50000,-290000,-480000,0,0
Marc Aguado,mediocentro,Elche,2730000,3060000,1440000,Disponible,155920,37717,162,75,marc-aguado,-20000,-80000,-150000,0,0
Carreira,defensa,Celta,2720000,2780000,2180000,Disponible,16214,10574,7,5,carreira,0,-40000,-60000,0,0
Peque,delantero,Sevilla,2720000,2800000,300000,Disponible,154420,34127,17,17,peque,-70000,-80000,-40000,0,0
Santiago Mouriño,defensa,Villarreal,2710000,3310000,2660000,Disponible,153273,31018,20,19,santiago-mourino,-90000,-170000,-220000,0,0
Mandi,defensa,Levante,2700000,2700000,860000,Disponible,110,2480,21,10,mandi,20000,50000,140000,0,0
Gavi,mediocentro,Barcelona,2690000,5140000,2690000,Disponible,151371,24732,5,3,gavi,-20000,-40000,-100000,0,0
Fer Niño,delantero,Elche,2650000,3390000,460000,Disponible,7375,21132,162,75,fer-nino,0,-40000,-150000,0,0
Robert Navarro,delantero,Athletic,2630000,2630000,1650000,Disponible,151334,24474,1,1,robert-navarro,300000,600000,790000,0,0
Dituro,portero,Elche,2620000,3530000,1830000,Disponible,151190,17482,162,75,dituro,-30000,-90000,-180000,0,0
Héctor Fort,defensa,Real Sociedad,2610000,2610000,700000,Disponible,153581,32460,16,13,hector-fort,100000,330000,620000,0,0
Mangala,mediocentro,Getafe,2610000,2990000,2610000,Disponible,158144,41606,23,8,mangala,-20000,-80000,-150000,0,0
Arnau Martínez,defensa,Valencia,2590000,3080000,2590000,Disponible,151580,26095,19,18,arnau-martinez,-50000,-130000,-230000,0,0
Pablo García,delantero,Racing,2590000,2590000,220000,Disponible,155735,35763,878,812,pablo-garcia,340000,870000,1370000,0,0
Lucas Noubi,defensa,Deportivo,2560000,3240000,640000,Disponible,157804,41083,8,6,lucas-noubi,10000,-10000,-20000,0,0
Paredes,defensa,Athletic,2540000,2540000,230000,Disponible,152077,27996,1,1,paredes,110000,320000,560000,0,0
El Hilali,defensa,Espanyol,2530000,2630000,1190000,Disponible,152064,28103,10,7,el-hilali,0,-10000,40000,0,0
Aramburu,defensa,Real Sociedad,2520000,3030000,1720000,Disponible,153601,32020,16,13,aramburu,60000,170000,180000,0,0
Facundo Bernal,mediocentro,Betis,2510000,2560000,1000000,Disponible,158042,42370,6,87,facundo-bernal,-10000,-40000,-40000,0,0
Quagliata,defensa,Deportivo,2510000,2510000,620000,Disponible,157246,40952,8,6,quagliata,80000,190000,330000,0,0
